itemCollection_Weapons_base,,,
Weapon_Autocannon_AC2_0-STOCK,Weapon,1,3
Weapon_Autocannon_AC5_0-STOCK,Weapon,1,2
Weapon_Autocannon_AC10_0-STOCK,Weapon,1,1
Weapon_Autocannon_AC20_0-STOCK,Weapon,1,1
Weapon_Flamer_Flamer_0-STOCK,Weapon,1,3
Weapon_Laser_LargeLaser_0-STOCK,Weapon,1,1
Weapon_Laser_MediumLaser_0-STOCK,Weapon,1,2
Weapon_Laser_SmallLaser_0-STOCK,Weapon,1,3
Weapon_Laser_ChemArray_0-STOCK,Weapon,1,3
Weapon_Laser_ChemLarge_0-STOCK,Weapon,1,3
Weapon_Laser_ChemMedium_0-STOCK,Weapon,1,3,Weapon,1,3
Weapon_Laser_ChemSmall_0-STOCK,Weapon,1,3,Weapon,1,3
Weapon_LREM_LREM2_0-STOCK,Weapon,1,3
Weapon_LRM_Cluster_0-STOCK,Weapon,1,3
Weapon_HMG_0-STOCK,Weapon1,3
Weapon_Rifle_Disrupter_0-STOCK,Weapon,1,3
Weapon_SRM_AP_0-STOCK,Weapon,1,3
Weapon_LRM_LRM5_0-STOCK,Weapon,1,3
Weapon_LRM_LRM10_0-STOCK,Weapon,1,2
Weapon_LRM_LRM15_0-STOCK,Weapon,1,1
Weapon_LRM_LRM20_0-STOCK,Weapon,1,1
Weapon_MachineGun_MachineGun_0-STOCK,Weapon,1,3
Weapon_PPC_PPC_0-STOCK,Weapon,1,1
Weapon_SRM_SRM2_0-STOCK,Weapon,1,3
Weapon_SRM_SRM4_0-STOCK,Weapon,1,2
Weapon_SRM_SRM6_0-STOCK,Weapon,1,1
Weapon_Laser_ChemArray_0-STOCK,Weapon,1,3
Weapon_Laser_ChemLarge_0-STOCK,Weapon,1,3
Weapon_Laser_ChemMedium_0-STOCK,Weapon,1,3
Weapon_Laser_ChemSmall_0-STOCK,Weapon,1,3
Weapon_LREM_LREM2_0-STOCK,Weapon,1,3
Weapon_LRM_Cluster_0-STOCK,Weapon,1,3
Weapon_HMG_0-STOCK,Weapon1,3
Weapon_Rifle_Disrupter_0-STOCK,Weapon,1,3
Weapon_SRM_AP_0-STOCK,Weapon,1,3
